 sales_id | date_key | customer_id | product_id | quantity | unit_price 
       96 | 20210114 |          55 |         63 |        3 |       1727
       97 | 20210114 |         197 |         47 |        5 |       3299
       98 | 20210114 |         190 |         43 |        2 |        438
       99 | 20210114 |           9 |         47 |        1 |       4606
      100 | 20210114 |         111 |         45 |        1 |       3709
      101 | 20210114 |          80 |         83 |        4 |       4331
      102 | 20210114 |         195 |         73 |        1 |       3997
      103 | 20210115 |         140 |         21 |        2 |       2420
      104 | 20210115 |          30 |          3 |        3 |       4894
      105 | 20210115 |         142 |         33 |        3 |       4725
      106 | 20210115 |          14 |         45 |        5 |       4850
      107 | 20210115 |         154 |         40 |        2 |       1164
      108 | 20210115 |         150 |         32 |        5 |       2176
      109 | 20210116 |         188 |         70 |        3 |        986
      110 | 20210116 |          82 |         62 |        3 |        111
      111 | 20210116 |         114 |         40 |        4 |       2892
      112 | 20210116 |         108 |         36 |        3 |       4338
      113 | 20210116 |          74 |         72 |        5 |       4432
      114 | 20210116 |         165 |         73 |        1 |       2079
      115 | 20210116 |         100 |         60 |        5 |       2700
      116 | 20210116 |         102 |         40 |        3 |        523
      117 | 20210116 |         105 |         71 |        2 |        426
      118 | 20210116 |          96 |         60 |        2 |       1723
      119 | 20210117 |          78 |         20 |        1 |       1482
      120 | 20210117 |         194 |         62 |        1 |       2630
      121 | 20210117 |          29 |         30 |        4 |       3114
      122 | 20210117 |         110 |         43 |        3 |       4432
      123 | 20210117 |          74 |         71 |        2 |       1305
      124 | 20210117 |         139 |         63 |        5 |       1665
      125 | 20210117 |          44 |         43 |        1 |       1047
      126 | 20210117 |         123 |         83 |        5 |       4365
      127 | 20210117 |         188 |          4 |        3 |       1235
      128 | 20210117 |          36 |         31 |        3 |       4921
      129 | 20210117 |          98 |         58 |        1 |       1617
      130 | 20210117 |         100 |          4 |        2 |       3654
      131 | 20210117 |         191 |         21 |        5 |       2011
      132 | 20210118 |          81 |         22 |        5 |        858
      133 | 20210118 |          67 |         72 |        5 |       4108
      134 | 20210118 |          18 |         21 |        4 |       4430
      135 | 20210118 |          98 |         85 |        4 |        140
      136 | 20210118 |          99 |         32 |        3 |       4660
      137 | 20210118 |          32 |         22 |        1 |       3066
      138 | 20210118 |          77 |         21 |        5 |        626
      139 | 20210118 |          48 |         83 |        5 |       3095
      140 | 20210118 |         188 |         60 |        4 |       4874
      141 | 20210118 |         195 |         33 |        4 |       1008
      142 | 20210119 |          68 |         47 |        4 |       2443
      143 | 20210119 |          76 |         58 |        1 |       1854
      144 | 20210119 |         140 |         82 |        4 |       1292
      145 | 20210119 |         172 |         22 |        2 |        294
      146 | 20210119 |          50 |          2 |        1 |       1536
      147 | 20210120 |         189 |         52 |        2 |       4250
      148 | 20210120 |         112 |         44 |        3 |        601
      149 | 20210120 |          77 |         62 |        4 |       4908
      150 | 20210120 |          70 |          1 |        3 |       3490
      151 | 20210120 |         106 |         45 |        3 |       2428
      152 | 20210120 |         104 |         20 |        2 |       4771
      153 | 20210120 |          12 |         59 |        5 |        576
      154 | 20210120 |         152 |         45 |        3 |       3649
      155 | 20210121 |         140 |         56 |        4 |       2732
      156 | 20210121 |         183 |         33 |        4 |       4407
      157 | 20210121 |          73 |         70 |        5 |       1735
      158 | 20210121 |          89 |         62 |        3 |       2033
      159 | 20210121 |         152 |          1 |        5 |       1681
      160 | 20210121 |           1 |         57 |        3 |       3391
      161 | 20210121 |         104 |         56 |        1 |        823
      162 | 20210121 |         177 |         46 |        2 |        367
      163 | 20210122 |          36 |          1 |        1 |        296
      164 | 20210122 |          47 |         33 |        1 |       3975
      165 | 20210122 |         106 |         63 |        2 |       1503
      166 | 20210122 |          46 |         40 |        4 |       2616
      167 | 20210122 |         130 |          3 |        4 |       1321
      168 | 20210123 |         195 |         41 |        3 |       1617
      169 | 20210123 |          21 |         83 |        2 |       2797
      170 | 20210123 |         139 |         23 |        2 |       4075
      171 | 20210123 |         177 |         83 |        4 |       4414
      172 | 20210123 |          12 |         83 |        4 |        406
      173 | 20210123 |         147 |         56 |        2 |       1210
      174 | 20210123 |          96 |         59 |        5 |       2273
      175 | 20210123 |         156 |          3 |        2 |       3672
      176 | 20210123 |         181 |         45 |        1 |       3158
      177 | 20210123 |         101 |         71 |        2 |       3681
      178 | 20210123 |         119 |         19 |        5 |        655
      179 | 20210123 |         150 |         59 |        1 |       3289
      180 | 20210123 |         189 |         19 |        2 |       4876
      181 | 20210123 |         103 |         61 |        2 |        653
      182 | 20210124 |         131 |         57 |        5 |       3197
      183 | 20210124 |          25 |         59 |        2 |       1040
      184 | 20210124 |          25 |          4 |        3 |        895
      185 | 20210124 |         128 |         22 |        5 |         81
      186 | 20210124 |           6 |         54 |        4 |       3602
      187 | 20210124 |         169 |         62 |        2 |       4640
      188 | 20210124 |         199 |         70 |        4 |       3048
      189 | 20210125 |          18 |         62 |        2 |       1760
      190 | 20210125 |         167 |         61 |        4 |       2768
      191 | 20210125 |          45 |         40 |        5 |       2850
      192 | 20210125 |          85 |         55 |        3 |       2096
      193 | 20210126 |         184 |         20 |        3 |       2169
      194 | 20210126 |          41 |          3 |        4 |        410
      195 | 20210126 |          54 |          4 |        5 |       4317
      196 | 20210126 |         108 |         21 |        5 |        176
      197 | 20210126 |          52 |         44 |        3 |       3865
      198 | 20210126 |          87 |          4 |        5 |       4182
      199 | 20210126 |          63 |          7 |        1 |        215
      200 | 20210126 |          52 |         58 |        1 |       4114
      201 | 20210126 |         167 |          3 |        4 |       1811
      202 | 20210126 |         133 |         83 |        2 |       3975
      203 | 20210126 |          68 |         62 |        3 |       3238
      204 | 20210126 |          14 |         32 |        4 |        366
      205 | 20210126 |         163 |         42 |        3 |        239
      206 | 20210127 |          68 |         59 |        4 |       3580
      207 | 20210127 |          42 |         85 |        5 |       4781
      208 | 20210127 |          85 |          1 |        5 |       1132
      209 | 20210127 |          48 |         59 |        4 |       1077
      210 | 20210127 |          53 |         57 |        5 |        527
      211 | 20210127 |         161 |         57 |        5 |       2768
      212 | 20210128 |         122 |         61 |        5 |       4420
      213 | 20210128 |          60 |          4 |        3 |       2574
      214 | 20210128 |          11 |         72 |        1 |       2037
      215 | 20210128 |         168 |         83 |        4 |       3861
      216 | 20210128 |         123 |         20 |        4 |       3198
      217 | 20210128 |          20 |         84 |        4 |       2864
      218 | 20210128 |          53 |         59 |        1 |       1729
      219 | 20210129 |          80 |         85 |        3 |        301
      220 | 20210129 |         146 |         60 |        4 |       2072
      221 | 20210129 |         182 |         45 |        5 |       1717
      222 | 20210129 |          11 |         33 |        1 |       1727
      223 | 20210129 |         191 |         59 |        4 |       1062
      224 | 20210129 |          13 |         21 |        3 |       4960
      225 | 20210129 |         125 |         73 |        2 |        280
      226 | 20210129 |          31 |         63 |        4 |       1289
      227 | 20210129 |         170 |          9 |        5 |       4658
      228 | 20210129 |         124 |          3 |        3 |       1527
      229 | 20210129 |          80 |         72 |        4 |       2314
      230 | 20210130 |         142 |          8 |        5 |       4986
      231 | 20210130 |          45 |         32 |        2 |       4392
      232 | 20210130 |         147 |         57 |        3 |       1240
      233 | 20210130 |         148 |          3 |        1 |         58
      234 | 20210130 |          65 |         82 |        3 |       1313
      235 | 20210130 |         101 |         72 |        3 |        239
      236 | 20210131 |         172 |         83 |        5 |        350
      237 | 20210131 |         127 |         45 |        4 |       3974
      238 | 20210131 |         175 |         57 |        3 |       3210
      239 | 20210131 |         156 |         44 |        1 |       4836
      240 | 20210131 |          80 |         62 |        3 |       1818
      241 | 20210131 |         193 |         33 |        2 |       2657
      242 | 20210201 |          37 |         72 |        3 |       1506
      243 | 20210201 |          16 |          2 |        2 |         81
      244 | 20210202 |         200 |         61 |        1 |       2824
      245 | 20210202 |         176 |         71 |        3 |       2780
      246 | 20210202 |         143 |         21 |        1 |       2553
      247 | 20210202 |         174 |         66 |        1 |        720
      248 | 20210202 |          69 |         20 |        1 |       4530
      249 | 20210203 |         163 |         60 |        3 |       1539
      250 | 20210203 |           9 |         41 |        2 |        797
      251 | 20210203 |          29 |         62 |        4 |        938
      252 | 20210203 |         106 |         51 |        3 |       3719
      253 | 20210203 |         148 |         32 |        3 |       4764
      254 | 20210203 |         149 |         41 |        4 |       3116
      255 | 20210203 |          73 |         17 |        2 |       2560
      256 | 20210203 |           5 |          2 |        2 |       4177
      257 | 20210203 |         137 |         47 |        5 |       4070
      258 | 20210203 |          86 |         59 |        4 |         58
      259 | 20210204 |         100 |         40 |        3 |       4634
      260 | 20210204 |         119 |          1 |        4 |       3327
      261 | 20210204 |         157 |         32 |        4 |       4189
      262 | 20210204 |         166 |         31 |        1 |       4068
      263 | 20210204 |         200 |         37 |        1 |       1332
      264 | 20210204 |         179 |          4 |        5 |       1638
      265 | 20210205 |         154 |         32 |        1 |         66
      266 | 20210205 |         128 |         57 |        5 |       1845
      267 | 20210205 |         154 |          4 |        1 |       4660
      268 | 20210205 |          63 |         58 |        2 |       1782
      269 | 20210205 |          61 |         63 |        4 |       2579
      270 | 20210206 |         148 |         19 |        2 |       4307
      271 | 20210206 |          28 |         59 |        1 |       1513
      272 | 20210206 |         125 |         56 |        2 |        123
      273 | 20210206 |         116 |         72 |        1 |        441
      274 | 20210206 |         117 |         82 |        2 |       1047
      275 | 20210206 |          85 |         71 |        2 |       1794
      276 | 20210206 |          34 |         36 |        2 |        742
      277 | 20210206 |          37 |         57 |        3 |       3706
      278 | 20210207 |          20 |         11 |        5 |       3946
      279 | 20210207 |           7 |         82 |        1 |        522
      280 | 20210207 |         198 |         32 |        2 |       4297
      281 | 20210207 |         108 |         70 |        1 |        574
      282 | 20210207 |         193 |         61 |        3 |       2037
      283 | 20210207 |         140 |         26 |        4 |       2214
      284 | 20210208 |         190 |         47 |        1 |        908
      285 | 20210208 |          61 |         60 |        2 |       4475
      286 | 20210208 |         146 |         34 |        3 |       2016
      287 | 20210208 |          70 |         85 |        3 |       3228
      288 | 20210208 |          76 |         19 |        2 |       3709
      289 | 20210208 |          33 |         58 |        1 |       2864
      290 | 20210209 |          14 |         48 |        2 |       1760
      291 | 20210209 |         119 |         42 |        1 |       4348
      292 | 20210209 |          94 |         22 |        5 |       1888
      293 | 20210209 |          24 |         33 |        1 |       3311
      294 | 20210209 |         188 |         62 |        4 |       3558
      295 | 20210210 |         183 |         40 |        1 |       3965
      296 | 20210210 |         194 |         31 |        5 |       3781
      297 | 20210210 |          49 |          4 |        2 |       4243
      298 | 20210210 |          25 |         83 |        3 |        720
      299 | 20210210 |         183 |         61 |        2 |       4418
      300 | 20210210 |         186 |          1 |        2 |       4876
      301 | 20210210 |          35 |         33 |        3 |       2072
      302 | 20210210 |         138 |         20 |        4 |       1823
      303 | 20210211 |         162 |         82 |        4 |       4007
      304 | 20210211 |         165 |         60 |        2 |       3143
      305 | 20210211 |           2 |         28 |        2 |       4908
      306 | 20210211 |         198 |         19 |        5 |       2008
      307 | 20210211 |         197 |         33 |        4 |       3156
      308 | 20210211 |         191 |         34 |        5 |       2341
      309 | 20210212 |         168 |         40 |        1 |         57
      310 | 20210212 |           3 |         47 |        5 |       1002
      311 | 20210212 |          35 |         56 |        4 |       2008
      312 | 20210212 |          21 |          3 |        1 |       2813
      313 | 20210212 |         119 |          4 |        2 |       3423
      314 | 20210213 |         160 |         54 |        3 |       4729
      315 | 20210213 |          60 |         82 |        5 |        227
      316 | 20210213 |          61 |         28 |        3 |       2741
      317 | 20210213 |          84 |         70 |        5 |       1293
      318 | 20210213 |          68 |         24 |        2 |       1328
      319 | 20210214 |         102 |         73 |        4 |        528
      320 | 20210214 |          90 |         21 |        1 |       2557
      321 | 20210214 |         140 |         20 |        2 |       1755
      322 | 20210214 |         140 |         83 |        3 |       1350
      323 | 20210214 |         141 |         20 |        2 |        716
      324 | 20210215 |          31 |         42 |        3 |       1243
      325 | 20210215 |          44 |         83 |        2 |       2142
      326 | 20210215 |         137 |         62 |        3 |       1818
      327 | 20210215 |          73 |         61 |        3 |        721
      328 | 20210215 |         136 |         19 |        1 |         88
      329 | 20210215 |          57 |         72 |        1 |       1527
      330 | 20210215 |          32 |         42 |        5 |       3964
      331 | 20210215 |          57 |         21 |        1 |       1214
      332 | 20210216 |           5 |          4 |        1 |       3570
      333 | 20210216 |          64 |         46 |        4 |       2446
      334 | 20210216 |           2 |         84 |        3 |        640
      335 | 20210216 |          84 |         63 |        2 |        532
      336 | 20210216 |         157 |         33 |        1 |       4711
      337 | 20210216 |         200 |          1 |        4 |       4884
      338 | 20210216 |         100 |         40 |        2 |       3719
      339 | 20210216 |         109 |         20 |        5 |       2279
      340 | 20210217 |         193 |         23 |        3 |       1024
      341 | 20210217 |          90 |          2 |        3 |       3697
      342 | 20210217 |          45 |         85 |        5 |       4829
      343 | 20210217 |          37 |         68 |        2 |       1824
      344 | 20210217 |         182 |         72 |        2 |       3523
      345 | 20210217 |          37 |         61 |        5 |       1189
      346 | 20210217 |          69 |         47 |        2 |        973
      347 | 20210217 |          11 |         57 |        4 |       1473
      348 | 20210218 |         104 |          2 |        3 |       2317
      349 | 20210218 |         112 |          1 |        3 |       1179
      350 | 20210218 |         147 |         30 |        1 |       1619
      351 | 20210218 |         111 |         46 |        2 |       2892
      352 | 20210218 |         184 |         33 |        3 |       1555
      353 | 20210218 |          15 |         47 |        3 |       2133
      354 | 20210218 |          12 |         22 |        5 |       3037
      355 | 20210218 |         134 |         67 |        5 |       2005
      356 | 20210218 |           2 |         70 |        5 |       1186
      357 | 20210218 |         196 |         22 |        2 |       1750
      358 | 20210219 |          65 |         72 |        3 |       3408
      359 | 20210219 |         176 |         76 |        3 |       4433
      360 | 20210219 |          41 |         71 |        1 |       1444
      361 | 20210219 |          52 |         47 |        3 |       2768
      362 | 20210219 |          70 |          2 |        5 |       3236
      363 | 20210219 |          83 |         19 |        5 |       4912
      364 | 20210219 |         102 |         73 |        3 |       1425
      365 | 20210219 |         150 |          4 |        4 |       2909
      366 | 20210220 |          62 |         83 |        3 |       3945
      367 | 20210220 |          78 |         47 |        4 |       3701
      368 | 20210220 |           4 |         82 |        4 |       2036
      369 | 20210220 |         139 |         46 |        3 |       2176
      370 | 20210220 |         102 |         62 |        4 |       1095
      371 | 20210221 |          71 |         32 |        1 |       1640
      372 | 20210221 |         128 |         72 |        4 |        565
      373 | 20210221 |          20 |         21 |        3 |       1506
      374 | 20210221 |         142 |         42 |        1 |       3569
      375 | 20210221 |          61 |         40 |        1 |        911
      376 | 20210221 |         117 |         57 |        5 |         90
      377 | 20210221 |          97 |         46 |        2 |       3116
      378 | 20210221 |         185 |         70 |        2 |       3308
      379 | 20210221 |          47 |         69 |        1 |       4885
      380 | 20210222 |         104 |         61 |        4 |        719
      381 | 20210222 |          29 |         58 |        3 |       3402
      382 | 20210222 |         102 |         71 |        4 |       4392
      383 | 20210222 |         147 |          1 |        3 |        280
      384 | 20210222 |          78 |         27 |        4 |       3451
      385 | 20210222 |          93 |         61 |        4 |       2561
      386 | 20210222 |         109 |         45 |        1 |       2924
      387 | 20210222 |          99 |         82 |        5 |       2989
      388 | 20210222 |          63 |         19 |        3 |       4844
      389 | 20210222 |         164 |         45 |        4 |       4458
      390 | 20210222 |          25 |         43 |        3 |       1062
      391 | 20210222 |          68 |         62 |        3 |        595
      392 | 20210223 |          10 |         57 |        2 |        981
      393 | 20210223 |          18 |          2 |        1 |        490
      394 | 20210223 |           7 |          1 |        4 |       4270
      395 | 20210223 |          56 |         60 |        3 |       2316
      396 | 20210223 |         116 |         60 |        2 |       3391
      397 | 20210224 |         126 |         79 |        4 |       2909
      398 | 20210224 |         200 |         56 |        5 |       1040
      399 | 20210224 |          31 |          1 |        4 |        897
      400 | 20210224 |          55 |         33 |        5 |       4661
      401 | 20210224 |          33 |         33 |        2 |       1118
      402 | 20210224 |         114 |         31 |        5 |       3202
      403 | 20210224 |         168 |         43 |        2 |       2553
      404 | 20210224 |         112 |         32 |        3 |       1143
      405 | 20210224 |         173 |          3 |        5 |       4725
      406 | 20210224 |         140 |         58 |        1 |       4217
      407 | 20210224 |         176 |         83 |        2 |        630
      408 | 20210225 |         112 |         62 |        1 |       4350
      409 | 20210225 |          42 |         21 |        5 |        317
      410 | 20210225 |          22 |         20 |        3 |        680
      411 | 20210225 |          85 |         22 |        2 |        424
      412 | 20210225 |         133 |         62 |        1 |        328
      413 | 20210225 |          46 |         70 |        5 |       2398
      414 | 20210225 |         135 |         24 |        1 |       4687
      415 | 20210225 |         183 |         85 |        5 |       2503
      416 | 20210225 |         189 |         55 |        4 |        762
      417 | 20210225 |         198 |         19 |        1 |       4432
      418 | 20210226 |          36 |          1 |        3 |        716
      419 | 20210226 |          43 |         56 |        3 |       3807
      420 | 20210226 |          47 |         20 |        5 |        720
      421 | 20210226 |          24 |         20 |        1 |       2189
      422 | 20210226 |         114 |         58 |        5 |       4404
      423 | 20210226 |          16 |         46 |        4 |       1611
      424 | 20210227 |         116 |          1 |        3 |       1877
      425 | 20210227 |          94 |         83 |        2 |        202
      426 | 20210227 |         109 |         55 |        3 |       2997
      427 | 20210227 |         130 |          2 |        4 |        321
      428 | 20210227 |          53 |         33 |        2 |       4895
      429 | 20210227 |         127 |          6 |        4 |       3946
      430 | 20210227 |         119 |         43 |        3 |        654
      431 | 20210227 |         190 |         19 |        2 |       1010
      432 | 20210227 |           5 |         36 |        5 |        889
      433 | 20210227 |          84 |         46 |        5 |       1745
      434 | 20210228 |          38 |         82 |        1 |        598
      435 | 20210228 |          97 |          2 |        2 |        546
      436 | 20210228 |         182 |         65 |        2 |       1729
      437 | 20210228 |           9 |          3 |        1 |       4513
      438 | 20210228 |          34 |         73 |        3 |       4297
      439 | 20210228 |         167 |         61 |        4 |       1047
      440 | 20210228 |          46 |         33 |        3 |        965
      441 | 20210228 |         132 |         50 |        5 |       4833
      442 | 20210228 |          80 |         43 |        5 |       3654
      443 | 20210301 |         154 |         21 |        2 |       1056
      444 | 20210301 |          53 |         61 |        3 |       4108
      445 | 20210301 |          66 |         41 |        2 |        314
      446 | 20210301 |         153 |         61 |        4 |       2958
      447 | 20210302 |           9 |         84 |        5 |        255
      448 | 20210302 |         160 |         85 |        5 |       4413
      449 | 20210302 |         119 |         34 |        2 |       3712
      450 | 20210303 |          74 |         46 |        1 |       1482
      451 | 20210303 |          46 |         22 |        1 |       3799
      452 | 20210303 |          45 |         24 |        3 |       1002
      453 | 20210303 |         169 |         59 |        1 |       4121
      454 | 20210303 |          23 |         41 |        2 |        937
      455 | 20210303 |          78 |         70 |        1 |       4771
      456 | 20210303 |         129 |         19 |        1 |        230
      457 | 20210303 |         186 |         72 |        3 |       4587
      458 | 20210303 |          10 |         82 |        2 |       1678
      459 | 20210303 |         129 |         20 |        3 |         80
      460 | 20210303 |         136 |         47 |        5 |       2741
      461 | 20210304 |          59 |         62 |        3 |       3339
      462 | 20210304 |          86 |         82 |        2 |        918
      463 | 20210304 |         182 |         85 |        3 |       1071
      464 | 20210304 |         150 |         83 |        2 |        358
      465 | 20210304 |         155 |          1 |        2 |       1666
      466 | 20210304 |           3 |         40 |        5 |       3101
      467 | 20210304 |         105 |         56 |        4 |       3443
      468 | 20210305 |         200 |         61 |        4 |       2984
      469 | 20210305 |          70 |         25 |        1 |        100
      470 | 20210305 |          92 |         34 |        1 |       4089
      471 | 20210305 |         155 |         44 |        2 |       1877
      472 | 20210305 |         197 |         79 |        5 |       1889
      473 | 20210306 |         157 |         31 |        5 |       3210
      474 | 20210306 |          15 |         56 |        1 |        314
      475 | 20210306 |          98 |         62 |        4 |       3014
      476 | 20210306 |         152 |         32 |        4 |       2457
      477 | 20210306 |          36 |         72 |        1 |       1494
      478 | 20210306 |          69 |         27 |        4 |       1450
      479 | 20210306 |          54 |         21 |        3 |       3355
      480 | 20210306 |         131 |         84 |        1 |       3089
      481 | 20210308 |          62 |         43 |        1 |       4029
      482 | 20210308 |         198 |         56 |        5 |        794
      483 | 20210308 |         175 |         60 |        2 |       1214
      484 | 20210308 |         155 |         83 |        1 |       2011
      485 | 20210308 |          40 |         56 |        4 |       2910
      486 | 20210309 |         177 |         56 |        1 |       4091
      487 | 20210309 |         100 |         57 |        5 |       2018
      488 | 20210309 |         129 |         41 |        2 |       2470
      489 | 20210309 |         143 |         34 |        4 |        621
      490 | 20210309 |          12 |         40 |        3 |        146
      491 | 20210309 |         156 |         71 |        2 |       3325
      492 | 20210309 |         161 |         85 |        5 |       4993
      493 | 20210309 |         155 |         27 |        5 |       1047
      494 | 20210309 |         111 |         71 |        3 |       1336
      495 | 20210309 |          85 |         61 |        5 |       3957
      496 | 20210309 |          74 |         62 |        4 |        534
      497 | 20210310 |          77 |         57 |        3 |        702
      498 | 20210310 |          65 |         72 |        3 |       2622
      499 | 20210310 |         133 |         47 |        3 |       2544
      500 | 20210310 |         158 |         43 |        3 |        350
      501 | 20210310 |          55 |         83 |        3 |       3008
      502 | 20210310 |         128 |         41 |        1 |        509
      503 | 20210310 |          71 |         44 |        3 |       1827
      504 | 20210311 |         161 |         70 |        3 |       2587
      505 | 20210311 |          54 |         56 |        3 |       1205
      506 | 20210311 |         116 |         62 |        2 |       4506
      507 | 20210311 |         134 |         82 |        1 |       1292
      508 | 20210311 |          76 |         60 |        2 |       2740
      509 | 20210312 |          76 |         60 |        2 |        863
      510 | 20210312 |         130 |         42 |        4 |       4728
      511 | 20210312 |         145 |         61 |        3 |       4065
      512 | 20210312 |         114 |         45 |        4 |       3573
      513 | 20210312 |          29 |         33 |        3 |       4398
      514 | 20210313 |          53 |         28 |        3 |       1419
      515 | 20210313 |         111 |         71 |        4 |       3188
      516 | 20210313 |         143 |          2 |        2 |       3096
      517 | 20210313 |         153 |         33 |        5 |       4157
      518 | 20210313 |          16 |         21 |        1 |       2669
      519 | 20210313 |         171 |          7 |        3 |       3536
      520 | 20210313 |          97 |         56 |        3 |       4621
      521 | 20210313 |          90 |         85 |        5 |       2649
      522 | 20210313 |         143 |         82 |        2 |       3271
      523 | 20210314 |          33 |         43 |        3 |        905
      524 | 20210314 |         134 |         47 |        4 |       4620
      525 | 20210314 |          14 |         56 |        5 |       3228
      526 | 20210314 |          19 |         70 |        1 |        169
      527 | 20210314 |         157 |          9 |        3 |       3158
      528 | 20210314 |         167 |         60 |        4 |       1007
      529 | 20210314 |           6 |         60 |        5 |       3863
      530 | 20210315 |         166 |         72 |        2 |       1784
      531 | 20210315 |          15 |         80 |        3 |       4770
      532 | 20210315 |         102 |         34 |        2 |       1229
      533 | 20210315 |         131 |         21 |        5 |       3527
      534 | 20210315 |          93 |         56 |        2 |       3450
      535 | 20210315 |          20 |         83 |        5 |        738
      536 | 20210315 |          43 |         62 |        5 |       2095
      537 | 20210315 |         165 |         21 |        1 |        211
      538 | 20210315 |          31 |         46 |        4 |       2933
      539 | 20210315 |         127 |         85 |        4 |        496
      540 | 20210315 |          24 |         70 |        3 |        140
